encode,Class
"[114, 111, 108, 108, 83, 116, 97, 114, 116, 32, 41, 59, 10, 32, 32, 32, 32, 119, 105, 110, 100, 111, 119, 46, 114, 101, 109, 111, 118, 101, 69, 118, 101, 110, 116, 76, 105, 115, 116, 101, 110, 101, 114, 40, 32, 39, 115, 99, 114, 111, 108, 108, 39, 44, 32, 116, 104, 105, 115, 46, 104, 97, 110, 100, 108, 101, 83, 99, 114, 111, 108, 108, 69, 110, 100, 32, 41, 59, 10, 32, 32, 32, 32, 10, 32, 32, 32, 32, 47, 47, 77, 97, 107, 101, 32, 115, 117, 114, 101, 32, 116, 104, 101, 32, 108, 111, 111, 112, 32, 100, 111, 101, 115, 110, 39, 116, 32, 114, 117, 110, 32, 97, 110, 121, 109, 111, 114, 101, 32, 105, 102, 32, 99, 111, 109, 112, 111, 110, 101, 110, 116, 32, 105, 115, 32, 117, 110, 109, 111, 117, 110, 116, 101, 100, 10, 32, 32, 32, 32, 116, 104, 105, 115, 46, 115, 116, 111, 112, 87, 97, 116, 99, 104, 105, 110, 103, 40, 41, 59, 10, 32, 32, 125, 10, 10, 32, 32, 47, 47, 32, 73, 102, 32, 116, 104, 101, 32, 119, 97, 116, 99, 104, 108, 111, 111, 112, 32, 105, 115, 110, 39, 116, 32, 114, 117, 110, 110, 105, 110, 103, 32, 115, 116, 97, 114, 116, 32, 105, 116, 10, 32, 32, 115, 116, 97, 114, 116, 87, 97, 116, 99, 104, 105, 110, 103, 40, 41, 32, 123, 10, 32, 32, 32, 32, 105, 102, 40, 32, 33, 116, 104, 105, 115, 46, 95, 119, 97, 116, 99, 104, 70, 114, 97, 109, 101, 32, 41, 32, 123, 10, 32, 32, 32, 32, 32, 32, 116, 104, 105, 115, 46, 119, 97, 116, 99, 104, 76, 111, 111, 112, 40, 41, 59, 10, 32, 32, 32, 32, 125, 10, 32, 32, 125, 10, 10, 32, 32, 47, 47, 32, 67, 97, 110, 99, 101, 108, 32, 116, 104, 101, 32, 110, 101, 120, 116, 32, 105, 116, 101, 114, 97, 116, 105, 111, 110, 32, 111, 102, 32, 116, 104, 101, 32, 119, 97, 116, 99, 104, 32, 108, 111, 111, 112, 10, 32, 32, 115, 116, 111, 112, 87, 97, 116, 99, 104, 105, 110, 103, 40, 41, 32, 123, 10, 32, 32, 32, 32, 119, 105, 110, 100, 111, 119, 46, 99, 97, 110, 99, 101, 108, 65, 110, 105, 109, 97, 116, 105, 111, 110, 70, 114, 97, 109, 101, 40, 32, 116, 104, 105, 115, 46, 95, 119, 97, 116, 99, 104, 70, 114, 97, 109, 101, 32, 41, 59, 10, 32, 32, 125, 10, 10, 32, 32, 47, 47, 32, 75, 101, 101, 112, 32, 114, 117, 110, 110, 105, 110, 103, 32, 111, 110, 32, 101, 97, 99, 104, 32, 97, 110, 105, 109, 97, 116, 105, 111, 110, 32, 102, 114, 97, 109, 101, 32, 117, 110, 116, 105, 108, 108, 32, 115, 116, 111, 112, 112, 101, 100, 46, 10, 32]",0
"[32, 119, 97, 116, 99, 104, 76, 111, 111, 112, 40, 41, 32, 123, 10, 32, 32, 32, 32, 116, 104, 105, 115, 46, 100, 111, 84, 104, 105, 110, 103, 89, 111, 117, 87, 97, 110, 116, 84, 111, 87, 97, 116, 99, 104, 70, 111, 114, 69, 120, 97, 109, 112, 108, 101, 83, 99, 114, 111, 108, 108, 80, 111, 115, 105, 116, 105, 111, 110, 79, 114, 87, 104, 97, 116, 101, 118, 101, 114, 40, 41, 10, 10, 32, 32, 32, 32, 116, 104, 105, 115, 46, 95, 119, 97, 116, 99, 104, 70, 114, 97, 109, 101, 32, 61, 32, 119, 105, 110, 100, 111, 119, 46, 114, 101, 113, 117, 101, 115, 116, 65, 110, 105, 109, 97, 116, 105, 111, 110, 70, 114, 97, 109, 101, 40, 32, 116, 104, 105, 115, 46, 119, 97, 116, 99, 104, 76, 111, 111, 112, 32, 41, 10, 32, 32, 125, 10, 10, 125]",0
"[118, 97, 114, 32, 100, 101, 98, 117, 103, 32, 61, 32, 112, 114, 111, 99, 101, 115, 115, 46, 101, 110, 118, 46, 78, 79, 68, 69, 95, 69, 78, 86, 32, 33, 61, 61, 32, 34, 112, 114, 111, 100, 117, 99, 116, 105, 111, 110, 34, 59, 10, 118, 97, 114, 32, 119, 101, 98, 112, 97, 99, 107, 32, 61, 32, 114, 101, 113, 117, 105, 114, 101, 40, 39, 119, 101, 98, 112, 97, 99, 107, 39, 41, 59, 10, 10, 109, 111, 100, 117, 108, 101, 46, 101, 120, 112, 111, 114, 116, 115, 32, 61, 32, 123, 10, 32, 32, 99, 111, 110, 116, 101, 120, 116, 58, 32, 95, 95, 100, 105, 114, 110, 97, 109, 101, 44, 10, 32, 32, 100, 101, 118, 116, 111, 111, 108, 58, 32, 100, 101, 98, 117, 103, 32, 63, 32, 34, 105, 110, 108, 105, 110, 101, 45, 115, 111, 117, 114, 99, 101, 109, 97, 112, 34, 32, 58, 32, 110, 117, 108, 108, 44, 10, 32, 32, 101, 110, 116, 114, 121, 58, 32, 34, 46, 47, 106, 115, 47, 115, 99, 114, 105, 112, 116, 115, 46, 106, 115, 34, 44, 10, 32, 32, 111, 117, 116, 112, 117, 116, 58, 32, 123, 10, 32, 32, 32, 32, 112, 97, 116, 104, 58, 32, 95, 95, 100, 105, 114, 110, 97, 109, 101, 32, 43, 32, 34, 47, 106, 115, 34, 44, 10, 32, 32, 32, 32, 102, 105, 108, 101, 110, 97, 109, 101, 58, 32, 34, 115, 99, 114, 105, 112, 116, 115, 46, 109, 105, 110, 46, 106, 115, 34, 10, 32, 32, 125, 44, 10, 32, 32, 112, 108, 117, 103, 105, 110, 115, 58, 32, 100, 101, 98, 117, 103, 32, 63, 32, 91, 93, 32, 58, 32, 91, 10, 32, 32, 32, 32, 110, 101, 119, 32, 119, 101, 98, 112, 97, 99, 107, 46, 111, 112, 116, 105, 109, 105, 122, 101, 46, 68, 101, 100, 117, 112, 101, 80, 108, 117, 103, 105, 110, 40, 41, 44, 10, 32, 32, 32, 32, 110, 101, 119, 32, 119, 101, 98, 112, 97, 99, 107, 46, 111, 112, 116, 105, 109, 105, 122, 101, 46, 79, 99, 99, 117, 114, 101, 110, 99, 101, 79, 114, 100, 101, 114, 80, 108, 117, 103, 105, 110, 40, 41, 44, 10, 32, 32, 32, 32, 110, 101, 119, 32, 119, 101, 98, 112, 97, 99, 107, 46, 111, 112, 116, 105, 109, 105, 122, 101, 46, 85, 103, 108, 105, 102, 121, 74, 115, 80, 108, 117, 103, 105, 110, 40, 123, 32, 109, 97, 110, 103, 108, 101, 58, 32, 102, 97, 108, 115, 101, 44, 32, 115, 111, 117, 114, 99, 101, 109, 97, 112, 58, 32, 102, 97, 108, 115, 101, 32, 125, 41, 44, 10, 32, 32, 93, 44, 10, 125, 59, 10]",0
"[97, 112, 112, 46, 102, 105, 108, 116, 101, 114, 40, 39, 108, 111, 99, 97, 108, 79, 114, 100, 101, 114, 66, 121, 39, 44, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 10, 32, 32, 32, 32, 114, 101, 116, 117, 114, 110, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 105, 116, 101, 109, 115, 44, 32, 102, 105, 101, 108, 100, 44, 32, 114, 101, 118, 101, 114, 115, 101, 41, 32, 123, 10, 32, 32, 32, 32, 32, 32, 32, 32, 118, 97, 114, 32, 102, 105, 108, 116, 101, 114, 101, 100, 32, 61, 32, 91, 93, 59, 10, 32, 32, 32, 32, 32, 32, 32, 32, 97, 110, 103, 117, 108, 97, 114, 46, 102, 111, 114, 69, 97, 99, 104, 40, 105, 116, 101, 109, 115, 44, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 105, 116, 101, 109, 41, 32, 123, 10, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 102, 105, 108, 116, 101, 114, 101, 100, 46, 112, 117, 115, 104, 40, 105, 116, 101, 109, 41, 59, 10, 32, 32, 32, 32, 32, 32, 32, 32, 125, 41, 59, 10, 32, 32, 32, 32, 32, 32, 32, 32, 102, 105, 108, 116, 101, 114, 101, 100, 46, 115, 111, 114, 116, 40, 102, 117, 110, 99, 116, 105, 111, 110, 32, 40, 97, 44, 32, 98, 41, 32, 123, 10, 10, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 118, 97, 114, 32, 97, 97, 61, 97, 91, 102, 105, 101, 108, 100, 93, 46, 116, 111, 76, 111, 99, 97, 108, 101, 76, 111, 119, 101, 114, 67, 97, 115, 101, 40, 41, 59, 10, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 118, 97, 114, 32, 98, 98, 61, 98, 91, 102, 105, 101, 108, 100, 93, 46, 116, 111, 76, 111, 99, 97, 108, 101, 76, 111, 119, 101, 114, 67, 97, 115, 101, 40, 41, 10, 10, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 114, 101, 116, 117, 114, 110, 32, 97, 97, 46, 108, 111, 99, 97, 108, 101, 67, 111, 109, 112, 97, 114, 101, 40, 98, 98, 41, 10, 32, 32, 32, 32, 32, 32, 32, 32, 125, 41, 59, 10, 32, 32, 32, 32, 32, 32, 32, 32, 105, 102, 40, 114, 101, 118, 101, 114, 115, 101, 41, 32, 102, 105, 108, 116, 101, 114, 101, 100, 46, 114, 101, 118, 101, 114, 115, 101, 40, 41, 59, 10, 32, 32, 32, 32, 32, 32, 32, 32, 114, 101, 116, 117, 114, 110, 32, 102, 105, 108, 116, 101, 114, 101, 100, 59, 10, 32, 32, 32, 32, 125, 59, 10, 125, 41, 59]",0
"[47, 47, 32, 105, 110, 105, 102, 105, 110, 105, 116, 101, 32, 115, 99, 114, 111, 108, 108, 105, 110, 103, 32, 111, 102, 32, 99, 111, 110, 116, 101, 110, 116, 32, 119, 105, 116, 104, 111, 117, 116, 32, 101, 120, 116, 114, 97, 32, 119, 114, 97, 112, 112, 101, 114, 115, 32, 10, 99, 111, 110, 115, 116, 32, 123, 32, 114, 101, 110, 100, 101, 114, 44, 32, 102, 105, 110, 100, 68, 79, 77, 78, 111, 100, 101, 32, 32, 125, 32, 61, 32, 82, 101, 97, 99, 116, 68, 79, 77, 70, 105, 98, 101, 114, 10, 10, 99, 108, 97, 115, 115, 32, 65, 112, 112, 32, 101, 120, 116, 101, 110, 100, 115, 32, 82, 101, 97, 99, 116, 46, 67, 111, 109, 112, 111, 110, 101, 110, 116, 32, 123, 10, 32, 32, 114, 101, 110, 100, 101, 114, 40, 41, 32, 123, 10, 32, 32, 47, 47, 32, 119, 114, 97, 112, 32, 116, 104, 101, 32, 114, 111, 111, 116, 32, 101, 108, 101, 109, 101, 110, 116, 32, 119, 105, 116, 104, 32, 97, 110, 32, 73, 110, 116, 101, 114, 115, 101, 99, 116, 105, 111, 110, 32, 79, 98, 115, 101, 114, 118, 101, 114, 44, 32, 101, 120, 112, 111, 115, 105, 110, 103, 32, 46, 111, 98, 115, 101, 114, 118, 101, 32, 102, 111, 114, 32, 99, 104, 105, 108, 100, 114, 101, 110, 10, 32, 32, 32, 32, 114, 101, 116, 117, 114, 110, 32, 10, 10, 10, 10, 10, 32, 32, 125, 10, 125, 10, 10, 10, 99, 108, 97, 115, 115, 32, 80, 97, 103, 101, 32, 101, 120, 116, 101, 110, 100, 115, 32, 82, 101, 97, 99, 116, 46, 67, 111, 109, 112, 111, 110, 101, 110, 116, 32, 123, 10, 32, 32, 115, 116, 97, 116, 105, 99, 32, 99, 111, 110, 116, 101, 120, 116, 84, 121, 112, 101, 115, 32, 61, 32, 123, 10, 32, 32, 32, 32, 111, 98, 115, 101, 114, 118, 101, 58, 32, 82, 101, 97, 99, 116, 46, 80, 114, 111, 112, 84, 121, 112, 101, 115, 46, 102, 117, 110, 99, 10, 32, 32, 125, 10, 32, 32, 115, 116, 97, 116, 101, 32, 61, 32, 123, 10, 32, 32, 32, 32, 110, 101, 120, 116, 58, 32, 102, 97, 108, 115, 101, 10, 32, 32, 125, 10, 32, 32, 99, 111, 109, 112, 111, 110, 101, 110, 116, 68, 105, 100, 77, 111, 117, 110, 116, 40, 41, 32, 123, 10, 32, 32, 32, 32, 47, 47, 32, 108, 111, 97, 100, 32, 109, 111, 114, 101, 32, 99, 111, 110, 116, 101, 110, 116, 32, 119, 104, 101, 110, 32, 116, 104, 105, 115, 32, 101, 108, 101, 109, 101, 110, 116, 32, 99, 111, 109, 101, 115, 32, 105, 110, 116, 111, 32, 118, 105, 101, 119, 10, 32, 32, 32, 32, 116, 104, 105, 115, 46, 99, 111, 110, 116, 101, 120, 116]",0
"[46, 111, 98, 115, 101, 114, 118, 101, 40, 116, 104, 105, 115, 46, 108, 111, 97, 100, 77, 111, 114, 101, 44, 32, 40, 41, 32, 61, 62, 32, 116, 104, 105, 115, 46, 115, 101, 116, 83, 116, 97, 116, 101, 40, 123, 32, 110, 101, 120, 116, 58, 32, 116, 114, 117, 101, 32, 125, 41, 41, 10, 32, 32, 125, 10, 32, 32, 114, 101, 110, 100, 101, 114, 40, 41, 32, 123, 10, 32, 32, 32, 32, 108, 101, 116, 32, 123, 32, 99, 111, 117, 110, 116, 44, 32, 111, 102, 102, 115, 101, 116, 32, 125, 32, 61, 32, 116, 104, 105, 115, 46, 112, 114, 111, 112, 115, 10, 32, 32, 32, 32, 114, 101, 116, 117, 114, 110, 32, 91, 10, 32, 32, 32, 32, 32, 32, 116, 105, 109, 101, 115, 40, 99, 111, 117, 110, 116, 44, 32, 105, 32, 61, 62, 32, 10, 32, 32, 32, 32, 32, 32, 32, 32, 32, 10, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 97, 114, 116, 105, 99, 108, 101, 32, 123, 116, 104, 105, 115, 46, 112, 114, 111, 112, 115, 46, 111, 102, 102, 115, 101, 116, 32, 43, 32, 105, 125, 32, 10, 32, 32, 32, 32, 32, 32, 32, 32, 41, 44, 32, 10, 32, 32, 32, 32, 32, 32, 116, 104, 105, 115, 46, 115, 116, 97, 116, 101, 46, 110, 101, 120, 116, 32, 63, 32, 10, 32, 32, 32, 32, 32, 32, 32, 32, 32, 58, 10, 32, 32, 32, 32, 32, 32, 32, 32, 32, 116, 104, 105, 115, 46, 108, 111, 97, 100, 77, 111, 114, 101, 32, 61, 32, 120, 32, 124, 124, 32, 116, 104, 105, 115, 46, 108, 111, 97, 100, 77, 111, 114, 101, 32, 125, 62, 32, 108, 111, 97, 100, 32, 109, 111, 114, 101, 32, 46, 46, 46, 32, 32, 32, 32, 32, 32, 32, 32, 10, 32, 32, 32, 32, 32, 32, 93, 10, 32, 32, 125, 10, 125, 10, 10, 10, 99, 108, 97, 115, 115, 32, 73, 110, 116, 101, 114, 115, 101, 99, 116, 105, 111, 110, 32, 101, 120, 116, 101, 110, 100, 115, 32, 82, 101, 97, 99, 116, 46, 67, 111, 109, 112, 111, 110, 101, 110, 116, 32, 123, 10, 32, 32, 115, 116, 97, 116, 105, 99, 32, 99, 104, 105, 108, 100, 67, 111, 110, 116, 101, 120, 116, 84, 121, 112, 101, 115, 32, 61, 32, 123, 10, 32, 32, 32, 32, 111, 98, 115, 101, 114, 118, 101, 58, 32, 82, 101, 97, 99, 116, 46, 80, 114, 111, 112, 84, 121, 112, 101, 115, 46, 102, 117, 110, 99, 10, 32, 32, 125, 10, 32, 32, 103, 101, 116, 67, 104, 105, 108, 100, 67, 111, 110, 116, 101, 120, 116, 40, 41, 123, 10, 32, 32, 32, 32, 114, 101, 116, 117, 114, 110, 32, 123, 10, 32, 32, 32, 32, 32, 32, 111, 98, 115, 101, 114]",0
"[118, 101, 58, 32, 116, 104, 105, 115, 46, 111, 98, 115, 101, 114, 118, 101, 10, 32, 32, 32, 32, 125, 10, 32, 32, 125, 10, 32, 32, 101, 108, 101, 109, 101, 110, 116, 115, 32, 61, 32, 110, 101, 119, 32, 77, 97, 112, 40, 41, 10, 32, 32, 101, 108, 101, 109, 101, 110, 116, 66, 117, 102, 102, 101, 114, 32, 61, 32, 91, 93, 10, 10, 32, 32, 111, 98, 115, 101, 114, 118, 101, 32, 61, 32, 40, 101, 108, 101, 109, 101, 110, 116, 44, 32, 99, 97, 108, 108, 98, 97, 99, 107, 41, 32, 61, 62, 32, 123, 10, 32, 32, 32, 32, 116, 104, 105, 115, 46, 101, 108, 101, 109, 101, 110, 116, 115, 46, 115, 101, 116, 40, 101, 108, 101, 109, 101, 110, 116, 44, 32, 99, 97, 108, 108, 98, 97, 99, 107, 41, 10, 32, 32, 32, 32, 47, 47, 32, 116, 104, 105, 115, 32, 102, 117, 110, 110, 121, 32, 98, 105, 116, 32, 116, 111, 32, 104, 97, 110, 100, 108, 101, 32, 114, 101, 97, 99, 116, 39, 115, 32, 108, 105, 102, 101, 99, 121, 99, 108, 101, 32, 111, 114, 100, 101, 114, 32, 10, 32, 32, 32, 32, 105, 102, 40, 33, 116, 104, 105, 115, 46, 111, 98, 115, 101, 114, 118, 101, 114, 41, 123, 32, 32, 32, 32, 32, 32, 10, 32, 32, 32, 32, 32, 32, 116, 104, 105, 115, 46, 101, 108, 101, 109, 101, 110, 116, 66, 117, 102, 102, 101, 114, 46, 112, 117, 115, 104, 40, 101, 108, 101, 109, 101, 110, 116, 41, 10, 32, 32, 32, 32, 125, 10, 32, 32, 32, 32, 101, 108, 115, 101, 32, 123, 10, 32, 32, 32, 32, 32, 32, 116, 104, 105, 115, 46, 111, 98, 115, 101, 114, 118, 101, 114, 46, 111, 98, 115, 101, 114, 118, 101, 40, 101, 108, 101, 109, 101, 110, 116, 41, 32, 32, 10, 32, 32, 32, 32, 125, 10, 32, 32, 125, 10, 32, 32, 111, 110, 73, 110, 116, 101, 114, 115, 101, 99, 116, 32, 61, 32, 40, 101, 110, 116, 114, 105, 101, 115, 44, 32, 111, 98, 115, 101, 114, 118, 101, 114, 41, 32, 61, 62, 32, 123, 10, 32, 32, 32, 32, 101, 110, 116, 114, 105, 101, 115, 46, 102, 111, 114, 69, 97, 99, 104, 40, 101, 110, 116, 114, 121, 32, 61, 62, 32, 116, 104, 105, 115, 46, 101, 108, 101, 109, 101, 110, 116, 115, 46, 103, 101, 116, 40, 101, 110, 116, 114, 121, 46, 116, 97, 114, 103, 101, 116, 41, 40, 101, 110, 116, 114, 121, 41, 41, 10, 32, 32, 125, 10, 32, 32, 10, 32, 32, 99, 111, 109, 112, 111, 110, 101, 110, 116, 68, 105, 100, 77, 111, 117, 110, 116, 40, 41, 123, 32, 32, 32, 32, 10, 32, 32, 32, 32, 116, 104, 105, 115, 46, 111, 98, 115, 101, 114]",0
"[118, 101, 114, 32, 61, 32, 110, 101, 119, 32, 73, 110, 116, 101, 114, 115, 101, 99, 116, 105, 111, 110, 79, 98, 115, 101, 114, 118, 101, 114, 40, 116, 104, 105, 115, 46, 111, 110, 73, 110, 116, 101, 114, 115, 101, 99, 116, 44, 32, 123, 32, 10, 32, 32, 32, 32, 32, 32, 114, 111, 111, 116, 58, 32, 102, 105, 110, 100, 68, 79, 77, 78, 111, 100, 101, 40, 116, 104, 105, 115, 41, 44, 32, 10, 32, 32, 32, 32, 32, 32, 114, 111, 111, 116, 77, 97, 114, 103, 105, 110, 58, 32, 39, 48, 112, 120, 39, 44, 10, 32, 32, 32, 32, 32, 32, 116, 104, 114, 101, 115, 104, 111, 108, 100, 58, 32, 48, 46, 50, 53, 32, 10, 32, 32, 32, 32, 125, 41, 10, 32, 32, 32, 32, 116, 104, 105, 115, 46, 101, 108, 101, 109, 101, 110, 116, 66, 117, 102, 102, 101, 114, 46, 102, 111, 114, 69, 97, 99, 104, 40, 101, 108, 101, 109, 101, 110, 116, 32, 61, 62, 32, 116, 104, 105, 115, 46, 111, 98, 115, 101, 114, 118, 101, 114, 46, 111, 98, 115, 101, 114, 118, 101, 40, 101, 108, 101, 109, 101, 110, 116, 41, 41, 10, 32, 32, 32, 32, 116, 104, 105, 115, 46, 101, 108, 101, 109, 101, 110, 116, 66, 117, 102, 102, 101, 114, 32, 61, 32, 91, 93, 10, 32, 32, 125, 10, 32, 32, 114, 101, 110, 100, 101, 114, 40, 41, 32, 123, 10, 32, 32, 32, 32, 114, 101, 116, 117, 114, 110, 32, 116, 104, 105, 115, 46, 112, 114, 111, 112, 115, 46, 99, 104, 105, 108, 100, 114, 101, 110, 10, 32, 32, 125, 10, 125, 10, 10, 102, 117, 110, 99, 116, 105, 111, 110, 32, 116, 105, 109, 101, 115, 40, 110, 44, 32, 102, 110, 41, 123, 10, 32, 32, 108, 101, 116, 32, 97, 114, 114, 32, 61, 32, 91, 93, 10, 32, 32, 102, 111, 114, 40, 108, 101, 116, 32, 105, 61, 48, 59, 32, 105, 60, 32, 110, 59, 32, 105, 43, 43, 41, 123, 10, 32, 32, 32, 32, 97, 114, 114, 46, 112, 117, 115, 104, 40, 102, 110, 40, 105, 41, 41, 10, 32, 32, 125, 10, 32, 32, 114, 101, 116, 117, 114, 110, 32, 97, 114, 114, 10, 125, 10, 10, 10, 114, 101, 110, 100, 101, 114, 40, 44, 32, 119, 105, 110, 100, 111, 119, 46, 97, 112, 112, 41, 10, 10, 47, 47, 32, 104, 111, 109, 101, 119, 111, 114, 107, 32, 45, 32, 10, 47, 47, 32, 114, 101, 99, 108, 97, 105, 109, 32, 109, 101, 109, 111, 114, 121, 32, 98, 121, 32, 114, 101, 109, 111, 118, 105, 110, 103, 32, 100, 111, 109, 32, 110, 111, 100, 101, 115, 32, 102, 114, 111, 109, 32, 116, 104, 101, 32, 116, 111, 112, 32, 119, 105, 116, 104, 111, 117, 116, 32]",0
"[106, 105, 116, 116, 101, 114, 32, 10, 47, 47, 32, 103, 111, 32, 98, 111, 116, 104, 32, 119, 97, 121, 115, 59, 32, 115, 116, 97, 114, 116, 32, 102, 114, 111, 109, 32, 116, 104, 101, 32, 109, 105, 100, 100, 108, 101, 32, 97, 110, 100, 32, 115, 99, 114, 111, 108, 108, 32, 117, 112, 10, 47, 47, 32, 99, 108, 101, 97, 110, 117, 112, 32, 101, 108, 101, 109, 101, 110, 116, 32, 104, 97, 110, 100, 108, 101, 114, 115, 32, 97, 102, 116, 101, 114, 32, 108, 111, 97, 100, 105, 110, 103, 32]",0
"[118, 97, 114, 32, 115, 113, 117, 97, 114, 101, 32, 61, 32, 114, 101, 113, 117, 105, 114, 101, 40, 39, 46, 47, 118, 101, 110, 100, 111, 114, 39, 41, 59, 10, 10, 99, 111, 110, 115, 111, 108, 101, 46, 108, 111, 103, 40, 115, 113, 117, 97, 114, 101, 40, 55, 41, 41, 59]",0
"[47, 47, 32, 116, 97, 107, 101, 115, 32, 97, 32, 123, 125, 32, 111, 98, 106, 101, 99, 116, 32, 97, 110, 100, 32, 114, 101, 116, 117, 114, 110, 115, 32, 97, 32, 70, 111, 114, 109, 68, 97, 116, 97, 32, 111, 98, 106, 101, 99, 116, 10, 118, 97, 114, 32, 111, 98, 106, 101, 99, 116, 84, 111, 70, 111, 114, 109, 68, 97, 116, 97, 32, 61, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 111, 98, 106, 44, 32, 102, 111, 114, 109, 44, 32, 110, 97, 109, 101, 115, 112, 97, 99, 101, 41, 32, 123, 10, 32, 32, 32, 32, 10, 32, 32, 118, 97, 114, 32, 102, 100, 32, 61, 32, 102, 111, 114, 109, 32, 124, 124, 32, 110, 101, 119, 32, 70, 111, 114, 109, 68, 97, 116, 97, 40, 41, 59, 10, 32, 32, 118, 97, 114, 32, 102, 111, 114, 109, 75, 101, 121, 59, 10, 32, 32, 10, 32, 32, 102, 111, 114, 40, 118, 97, 114, 32, 112, 114, 111, 112, 101, 114, 116, 121, 32, 105, 110, 32, 111, 98, 106, 41, 32, 123, 10, 32, 32, 32, 32, 105, 102, 40, 111, 98, 106, 46, 104, 97, 115, 79, 119, 110, 80, 114, 111, 112, 101, 114, 116, 121, 40, 112, 114, 111, 112, 101, 114, 116, 121, 41, 41, 32, 123, 10, 32, 32, 32, 32, 32, 32, 10, 32, 32, 32, 32, 32, 32, 105, 102, 40, 110, 97, 109, 101, 115, 112, 97, 99, 101, 41, 32, 123, 10, 32, 32, 32, 32, 32, 32, 32, 32, 102, 111, 114, 109, 75, 101, 121, 32, 61, 32, 110, 97, 109, 101, 115, 112, 97, 99, 101, 32, 43, 32, 39, 91, 39, 32, 43, 32, 112, 114, 111, 112, 101, 114, 116, 121, 32, 43, 32, 39, 93, 39, 59, 10, 32, 32, 32, 32, 32, 32, 125, 32, 101, 108, 115, 101, 32, 123, 10, 32, 32, 32, 32, 32, 32, 32, 32, 102, 111, 114, 109, 75, 101, 121, 32, 61, 32, 112, 114, 111, 112, 101, 114, 116, 121, 59, 10, 32, 32, 32, 32, 32, 32, 125, 10, 32, 32, 32, 32, 32, 10, 32, 32, 32, 32, 32, 32, 47, 47, 32, 105, 102, 32, 116, 104, 101, 32, 112, 114, 111, 112, 101, 114, 116, 121, 32, 105, 115, 32, 97, 110, 32, 111, 98, 106, 101, 99, 116, 44, 32, 98, 117, 116, 32, 110, 111, 116, 32, 97, 32, 70, 105, 108, 101, 44, 10, 32, 32, 32, 32, 32, 32, 47, 47, 32, 117, 115, 101, 32, 114, 101, 99, 117, 114, 115, 105, 118, 105, 116, 121, 46, 10, 32, 32, 32, 32, 32, 32, 105, 102, 40, 116, 121, 112, 101, 111, 102, 32, 111, 98, 106, 91, 112, 114, 111, 112, 101, 114, 116, 121, 93, 32, 61, 61, 61, 32, 39, 111, 98, 106, 101, 99, 116, 39, 32, 38, 38, 32, 33, 40]",0
